Route_ID,From_Province,To_Province,Transport_Type,Avg_Price_EGP,Distance_KM,Avg_Duration_Hours,Frequency,Company_Name,Notes
240,Monufia,Dakahlia,Bus,174,428,13.47,Hourly,Super Jet,Bus service between Monufia and Dakahlia
241,Monufia,Beheira,Taxi,1674,846,21.7,On Demand,Local Taxi,Taxi service between Monufia and Beheira
242,Monufia,Kafr El Sheikh,Car Rental,870,578,11.83,On Demand,Sixt,Car Rental service between Monufia and Kafr El Sheikh
243,Monufia,Gharbia,Flight,2229,888,1.84,1-4 times daily,Nile Air,Flight service between Monufia and Gharbia
244,Monufia,Fayoum,Train,242,424,8.84,2-3 times daily,Egyptian Railways,Train service between Monufia and Fayoum
245,Monufia,Beni Suef,River Transport,619,793,28.57,Every 1-2 hours,Nile Transport Co.,River Transport service between Monufia and Beni Suef
246,Monufia,Minya,Metro,36,149,2.42,Every 10 mins,Cairo Metro Authority,Metro service between Monufia and Minya
247,Monufia,Assiut,Bus,307,722,21.89,Hourly,Super Jet,Bus service between Monufia and Assiut
248,Monufia,Sohag,Bus,244,632,19.69,Hourly,Super Jet,Bus service between Monufia and Sohag
249,Monufia,Qena,Car Rental,609,399,8.24,On Demand,Budget,Car Rental service between Monufia and Qena
250,Monufia,Luxor,Train,91,167,3.75,2-3 times daily,Egyptian Railways,Train service between Monufia and Luxor
251,Monufia,Aswan,Taxi,1455,732,19.26,On Demand,Local Taxi,Taxi service between Monufia and Aswan
252,Monufia,Red Sea,Train,498,818,16.55,2-3 times daily,Egyptian Railways,Train service between Monufia and Red Sea
253,Monufia,New Valley,Car Rental,801,522,11.31,On Demand,Sixt,Car Rental service between Monufia and New Valley
254,Monufia,Matrouh,Flight,2058,816,1.52,1-4 times daily,Nile Air,Flight service between Monufia and Matrouh
255,Monufia,North Sinai,Flight,1109,451,1.06,1-4 times daily,EgyptAir,Flight service between Monufia and North Sinai
256,Monufia,South Sinai,River Transport,590,762,27.65,Every 1-2 hours,Nile Transport Co.,River Transport service between Monufia and South Sinai
257,Monufia,Port Said,Taxi,1082,533,13.78,On Demand,Local Taxi,Taxi service between Monufia and Port Said
258,Monufia,Suez,Car Rental,1190,803,16.37,On Demand,Avis,Car Rental service between Monufia and Suez
259,Monufia,Ismailia,Bus,133,362,11.79,Hourly,Super Jet,Bus service between Monufia and Ismailia
260,Monufia,Damietta,River Transport,480,585,21.31,Every 1-2 hours,Nile Transport Co.,River Transport service between Monufia and Damietta
261,Fayoum,Cairo,Flight,2117,844,1.9,1-4 times daily,Air Cairo,Flight service between Fayoum and Cairo
262,Fayoum,Giza,Train,99,186,4.7,2-3 times daily,Egyptian Railways,Train service between Fayoum and Giza
263,Fayoum,Alexandria,Train,385,636,13.05,2-3 times daily,Egyptian Railways,Train service between Fayoum and Alexandria
264,Fayoum,Qalyubia,Metro,150,738,12.05,Every 10 mins,Cairo Metro Authority,Metro service between Fayoum and Qalyubia
265,Fayoum,Sharqia,Flight,1454,575,1.47,1-4 times daily,EgyptAir,Flight service between Fayoum and Sharqia
266,Fayoum,Dakahlia,Bus,152,340,10.8,Hourly,Go Bus,Bus service between Fayoum and Dakahlia
267,Fayoum,Beheira,Flight,1090,441,1.36,1-4 times daily,Nile Air,Flight service between Fayoum and Beheira
268,Fayoum,Kafr El Sheikh,River Transport,525,635,22.63,Every 1-2 hours,Nile Transport Co.,River Transport service between Fayoum and Kafr El Sheikh
269,Fayoum,Gharbia,Train,62,119,2.82,2-3 times daily,Egyptian Railways,Train service between Fayoum and Gharbia
270,Fayoum,Monufia,River Transport,528,662,23.71,Every 1-2 hours,Nile Transport Co.,River Transport service between Fayoum and Monufia
271,Fayoum,Beni Suef,Taxi,1238,629,16.48,On Demand,Uber,Taxi service between Fayoum and Beni Suef
272,Fayoum,Minya,River Transport,449,550,20.05,Every 1-2 hours,Nile Transport Co.,River Transport service between Fayoum and Minya
273,Fayoum,Assiut,Metro,146,803,12.92,Every 10 mins,Cairo Metro Authority,Metro service between Fayoum and Assiut
274,Fayoum,Sohag,Bus,271,707,21.9,Hourly,Super Jet,Bus service between Fayoum and Sohag
275,Fayoum,Qena,Taxi,207,107,3,On Demand,Uber,Taxi service between Fayoum and Qena
276,Fayoum,Luxor,Bus,179,440,13.97,Hourly,Go Bus,Bus service between Fayoum and Luxor
277,Fayoum,Aswan,Bus,176,460,14.02,Hourly,Go Bus,Bus service between Fayoum and Aswan
278,Fayoum,Red Sea,Car Rental,938,636,13.44,On Demand,Sixt,Car Rental service between Fayoum and Red Sea
279,Fayoum,New Valley,Bus,93,224,7.19,Hourly,Super Jet,Bus service between Fayoum and New Valley
280,Fayoum,Matrouh,Metro,55,309,5.34,Every 10 mins,Cairo Metro Authority,Metro service between Fayoum and Matrouh
281,Fayoum,North Sinai,Train,264,422,8.54,2-3 times daily,Egyptian Railways,Train service between Fayoum and North Sinai
282,Fayoum,South Sinai,Bus,89,243,8.22,Hourly,Super Jet,Bus service between Fayoum and South Sinai
283,Fayoum,Port Said,Metro,5,128,2.18,Every 10 mins,Cairo Metro Authority,Metro service between Fayoum and Port Said
284,Fayoum,Suez,River Transport,226,308,11.42,Every 1-2 hours,Nile Transport Co.,River Transport service between Fayoum and Suez
285,Fayoum,Ismailia,Bus,78,163,5.25,Hourly,Super Jet,Bus service between Fayoum and Ismailia
286,Fayoum,Damietta,Car Rental,434,293,6.43,On Demand,Budget,Car Rental service between Fayoum and Damietta
287,Beni Suef,Cairo,Metro,112,544,8.31,Every 10 mins,Cairo Metro Authority,Metro service between Beni Suef and Cairo
288,Beni Suef,Giza,Car Rental,767,506,10.42,On Demand,Avis,Car Rental service between Beni Suef and Giza
289,Beni Suef,Alexandria,Train,330,528,11.42,2-3 times daily,Egyptian Railways,Train service between Beni Suef and Alexandria
290,Beni Suef,Qalyubia,Car Rental,753,490,10.38,On Demand,Avis,Car Rental service between Beni Suef and Qalyubia
291,Beni Suef,Sharqia,River Transport,120,133,5.45,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and Sharqia
292,Beni Suef,Dakahlia,Car Rental,632,432,9.57,On Demand,Sixt,Car Rental service between Beni Suef and Dakahlia
293,Beni Suef,Beheira,Car Rental,826,542,10.96,On Demand,Avis,Car Rental service between Beni Suef and Beheira
294,Beni Suef,Kafr El Sheikh,Flight,1926,771,1.34,1-4 times daily,Air Cairo,Flight service between Beni Suef and Kafr El Sheikh
295,Beni Suef,Gharbia,Taxi,661,328,8.88,On Demand,Careem,Taxi service between Beni Suef and Gharbia
296,Beni Suef,Monufia,Flight,390,159,0.62,1-4 times daily,Air Cairo,Flight service between Beni Suef and Monufia
297,Beni Suef,Fayoum,Metro,65,300,5.06,Every 10 mins,Cairo Metro Authority,Metro service between Beni Suef and Fayoum
298,Beni Suef,Minya,Train,359,607,12.43,2-3 times daily,Egyptian Railways,Train service between Beni Suef and Minya
299,Beni Suef,Assiut,Taxi,1184,587,15.42,On Demand,Local Taxi,Taxi service between Beni Suef and Assiut
300,Beni Suef,Sohag,Metro,188,844,13.35,Every 10 mins,Cairo Metro Authority,Metro service between Beni Suef and Sohag
301,Beni Suef,Qena,Taxi,1591,788,20.39,On Demand,Uber,Taxi service between Beni Suef and Qena
302,Beni Suef,Luxor,River Transport,595,768,27.45,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and Luxor
303,Beni Suef,Aswan,Taxi,1575,791,20.31,On Demand,Uber,Taxi service between Beni Suef and Aswan
304,Beni Suef,Red Sea,River Transport,161,187,6.7,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and Red Sea
305,Beni Suef,New Valley,River Transport,667,847,30.34,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and New Valley
306,Beni Suef,Matrouh,Taxi,1225,606,16.12,On Demand,Local Taxi,Taxi service between Beni Suef and Matrouh
307,Beni Suef,North Sinai,River Transport,633,772,27.66,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and North Sinai
308,Beni Suef,South Sinai,Flight,2167,862,1.54,1-4 times daily,EgyptAir,Flight service between Beni Suef and South Sinai
309,Beni Suef,Port Said,Flight,1762,698,1.21,1-4 times daily,Air Cairo,Flight service between Beni Suef and Port Said
310,Beni Suef,Suez,River Transport,146,181,6.89,Every 1-2 hours,Nile Transport Co.,River Transport service between Beni Suef and Suez
311,Beni Suef,Ismailia,Metro,180,889,14.17,Every 10 mins,Cairo Metro Authority,Metro service between Beni Suef and Ismailia
312,Beni Suef,Damietta,Taxi,764,372,10.12,On Demand,Careem,Taxi service between Beni Suef and Damietta
313,Minya,Cairo,Bus,334,860,25.94,Hourly,Super Jet,Bus service between Minya and Cairo
314,Minya,Giza,Flight,2050,819,1.95,1-4 times daily,Air Cairo,Flight service between Minya and Giza
315,Minya,Alexandria,Train,233,386,8.26,2-3 times daily,Egyptian Railways,Train service between Minya and Alexandria
316,Minya,Qalyubia,Taxi,409,199,5.67,On Demand,Local Taxi,Taxi service between Minya and Qalyubia
317,Minya,Sharqia,River Transport,681,862,30.65,Every 1-2 hours,Nile Transport Co.,River Transport service between Minya and Sharqia
318,Minya,Dakahlia,River Transport,400,482,17.26,Every 1-2 hours,Nile Transport Co.,River Transport service between Minya and Dakahlia
319,Minya,Beheira,Train,221,355,8.05,2-3 times daily,Egyptian Railways,Train service between Minya and Beheira
320,Minya,Kafr El Sheikh,Metro,33,104,1.98,Every 10 mins,Cairo Metro Authority,Metro service between Minya and Kafr El Sheikh
321,Minya,Gharbia,Metro,145,642,9.93,Every 10 mins,Cairo Metro Authority,Metro service between Minya and Gharbia
322,Minya,Monufia,Train,162,267,5.82,2-3 times daily,Egyptian Railways,Train service between Minya and Monufia
323,Minya,Fayoum,Car Rental,533,347,7.8,On Demand,Avis,Car Rental service between Minya and Fayoum
324,Minya,Beni Suef,Flight,325,133,0.37,1-4 times daily,EgyptAir,Flight service between Minya and Beni Suef
325,Minya,Assiut,Car Rental,390,268,5.71,On Demand,Avis,Car Rental service between Minya and Assiut
326,Minya,Sohag,River Transport,163,210,7.7,Every 1-2 hours,Nile Transport Co.,River Transport service between Minya and Sohag
327,Minya,Qena,Flight,1775,714,2.04,1-4 times daily,Nile Air,Flight service between Minya and Qena
328,Minya,Luxor,Metro,40,298,5.17,Every 10 mins,Cairo Metro Authority,Metro service between Minya and Luxor
329,Minya,Aswan,Metro,89,348,6.18,Every 10 mins,Cairo Metro Authority,Metro service between Minya and Aswan
330,Minya,Red Sea,Bus,242,622,19.58,Hourly,Super Jet,Bus service between Minya and Red Sea
331,Minya,New Valley,Car Rental,766,523,10.86,On Demand,Sixt,Car Rental service between Minya and New Valley
332,Minya,Matrouh,Taxi,288,152,4.75,On Demand,Uber,Taxi service between Minya and Matrouh
333,Minya,North Sinai,Bus,122,335,10.63,Hourly,Super Jet,Bus service between Minya and North Sinai
334,Minya,South Sinai,Taxi,1512,764,20.08,On Demand,Uber,Taxi service between Minya and South Sinai
335,Minya,Port Said,Train,85,168,3.89,2-3 times daily,Egyptian Railways,Train service between Minya and Port Said
336,Minya,Suez,River Transport,606,779,27.97,Every 1-2 hours,Nile Transport Co.,River Transport service between Minya and Suez
337,Minya,Ismailia,Metro,36,173,3.44,Every 10 mins,Cairo Metro Authority,Metro service between Minya and Ismailia
338,Minya,Damietta,Flight,1543,623,1.68,1-4 times daily,EgyptAir,Flight service between Minya and Damietta
339,Assiut,Cairo,Taxi,1741,866,22.51,On Demand,Careem,Taxi service between Assiut and Cairo
340,Assiut,Giza,Metro,131,715,10.98,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Giza
341,Assiut,Alexandria,Metro,142,671,10.91,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Alexandria
342,Assiut,Qalyubia,Bus,323,834,25.85,Hourly,Super Jet,Bus service between Assiut and Qalyubia
343,Assiut,Sharqia,River Transport,164,205,7.8,Every 1-2 hours,Nile Transport Co.,River Transport service between Assiut and Sharqia
344,Assiut,Dakahlia,Flight,2187,871,1.59,1-4 times daily,Air Cairo,Flight service between Assiut and Dakahlia
345,Assiut,Beheira,Train,240,390,8.22,2-3 times daily,Egyptian Railways,Train service between Assiut and Beheira
346,Assiut,Kafr El Sheikh,Car Rental,466,324,7.24,On Demand,Budget,Car Rental service between Assiut and Kafr El Sheikh
347,Assiut,Gharbia,Metro,54,226,3.63,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Gharbia
348,Assiut,Monufia,River Transport,126,157,6.45,Every 1-2 hours,Nile Transport Co.,River Transport service between Assiut and Monufia
349,Assiut,Fayoum,Flight,852,342,1.46,1-4 times daily,Air Cairo,Flight service between Assiut and Fayoum
350,Assiut,Beni Suef,Train,216,364,7.5,2-3 times daily,Egyptian Railways,Train service between Assiut and Beni Suef
351,Assiut,Minya,Car Rental,337,234,4.81,On Demand,Budget,Car Rental service between Assiut and Minya
352,Assiut,Sohag,Metro,46,246,4.07,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Sohag
353,Assiut,Qena,Metro,145,646,9.85,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Qena
354,Assiut,Luxor,Metro,127,597,9.87,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Luxor
355,Assiut,Aswan,Flight,1204,480,0.99,1-4 times daily,Air Cairo,Flight service between Assiut and Aswan
356,Assiut,Red Sea,Metro,176,858,13.12,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and Red Sea
357,Assiut,New Valley,Bus,199,492,15.16,Hourly,Super Jet,Bus service between Assiut and New Valley
358,Assiut,Matrouh,Taxi,530,260,7.35,On Demand,Careem,Taxi service between Assiut and Matrouh
359,Assiut,North Sinai,Metro,38,187,3.74,Every 10 mins,Cairo Metro Authority,Metro service between Assiut and North Sinai
360,Assiut,South Sinai,Flight,1055,429,1.58,1-4 times daily,EgyptAir,Flight service between Assiut and South Sinai
361,Assiut,Port Said,Flight,2228,898,1.72,1-4 times daily,EgyptAir,Flight service between Assiut and Port Said
362,Assiut,Suez,Bus,235,606,18.55,Hourly,Go Bus,Bus service between Assiut and Suez
363,Assiut,Ismailia,Train,90,165,3.56,2-3 times daily,Egyptian Railways,Train service between Assiut and Ismailia
364,Assiut,Damietta,Bus,362,860,26.65,Hourly,Super Jet,Bus service between Assiut and Damietta
365,Sohag,Cairo,Flight,1370,544,0.93,1-4 times daily,Air Cairo,Flight service between Sohag and Cairo
366,Sohag,Giza,Taxi,589,301,8.41,On Demand,Local Taxi,Taxi service between Sohag and Giza
367,Sohag,Alexandria,Bus,91,180,6.21,Hourly,Go Bus,Bus service between Sohag and Alexandria
368,Sohag,Qalyubia,Car Rental,1016,673,13.85,On Demand,Budget,Car Rental service between Sohag and Qalyubia
369,Sohag,Sharqia,River Transport,497,603,21.88,Every 1-2 hours,Nile Transport Co.,River Transport service between Sohag and Sharqia
370,Sohag,Dakahlia,River Transport,408,532,19.25,Every 1-2 hours,Nile Transport Co.,River Transport service between Sohag and Dakahlia
371,Sohag,Beheira,Train,167,260,5.64,2-3 times daily,Egyptian Railways,Train service between Sohag and Beheira
372,Sohag,Kafr El Sheikh,Flight,1667,670,1.67,1-4 times daily,Nile Air,Flight service between Sohag and Kafr El Sheikh
373,Sohag,Gharbia,Bus,360,871,26.33,Hourly,Super Jet,Bus service between Sohag and Gharbia
374,Sohag,Monufia,Metro,26,229,4.05,Every 10 mins,Cairo Metro Authority,Metro service between Sohag and Monufia
375,Sohag,Fayoum,Flight,2217,893,1.96,1-4 times daily,EgyptAir,Flight service between Sohag and Fayoum
376,Sohag,Beni Suef,Car Rental,1290,850,17.36,On Demand,Avis,Car Rental service between Sohag and Beni Suef
377,Sohag,Minya,Flight,1508,607,1.18,1-4 times daily,Nile Air,Flight service between Sohag and Minya
378,Sohag,Assiut,Flight,1592,642,1.42,1-4 times daily,Air Cairo,Flight service between Sohag and Assiut
379,Sohag,Qena,Flight,1703,680,1.75,1-4 times daily,EgyptAir,Flight service between Sohag and Qena
380,Sohag,Luxor,Flight,1414,568,1.15,1-4 times daily,Air Cairo,Flight service between Sohag and Luxor
381,Sohag,Aswan,Bus,195,482,14.68,Hourly,Go Bus,Bus service between Sohag and Aswan
382,Sohag,Red Sea,River Transport,557,711,25.04,Every 1-2 hours,Nile Transport Co.,River Transport service between Sohag and Red Sea
383,Sohag,New Valley,Bus,293,761,22.98,Hourly,Go Bus,Bus service between Sohag and New Valley
384,Sohag,Matrouh,Car Rental,1146,770,16.21,On Demand,Sixt,Car Rental service between Sohag and Matrouh
385,Sohag,North Sinai,Car Rental,829,560,12.1,On Demand,Budget,Car Rental service between Sohag and North Sinai
386,Sohag,South Sinai,Metro,55,345,5.28,Every 10 mins,Cairo Metro Authority,Metro service between Sohag and South Sinai
387,Sohag,Port Said,Flight,488,191,1.17,1-4 times daily,Nile Air,Flight service between Sohag and Port Said
388,Sohag,Suez,Bus,49,163,5.76,Hourly,Super Jet,Bus service between Sohag and Suez
389,Sohag,Ismailia,Bus,296,770,23.4,Hourly,Super Jet,Bus service between Sohag and Ismailia
390,Sohag,Damietta,River Transport,554,700,25.29,Every 1-2 hours,Nile Transport Co.,River Transport service between Sohag and Damietta
391,Qena,Cairo,Car Rental,682,449,9.75,On Demand,Budget,Car Rental service between Qena and Cairo
392,Qena,Giza,Bus,342,834,25.86,Hourly,Super Jet,Bus service between Qena and Giza
393,Qena,Alexandria,Flight,690,284,0.82,1-4 times daily,EgyptAir,Flight service between Qena and Alexandria
394,Qena,Qalyubia,Flight,895,360,0.67,1-4 times daily,EgyptAir,Flight service between Qena and Qalyubia
395,Qena,Sharqia,Car Rental,867,573,11.66,On Demand,Sixt,Car Rental service between Qena and Sharqia
396,Qena,Dakahlia,Bus,209,526,15.97,Hourly,Super Jet,Bus service between Qena and Dakahlia
397,Qena,Beheira,Bus,289,705,21.38,Hourly,Go Bus,Bus service between Qena and Beheira
398,Qena,Kafr El Sheikh,Taxi,1111,555,14.02,On Demand,Local Taxi,Taxi service between Qena and Kafr El Sheikh
399,Qena,Gharbia,Car Rental,400,274,6.03,On Demand,Budget,Car Rental service between Qena and Gharbia
400,Qena,Monufia,Train,459,796,16.04,2-3 times daily,Egyptian Railways,Train service between Qena and Monufia
401,Qena,Fayoum,Train,402,702,14.54,2-3 times daily,Egyptian Railways,Train service between Qena and Fayoum
402,Qena,Beni Suef,Flight,433,168,1.21,1-4 times daily,Air Cairo,Flight service between Qena and Beni Suef
403,Qena,Minya,Bus,119,336,10.76,Hourly,Super Jet,Bus service between Qena and Minya
404,Qena,Assiut,Flight,534,212,0.63,1-4 times daily,Nile Air,Flight service between Qena and Assiut
405,Qena,Sohag,River Transport,395,499,18.06,Every 1-2 hours,Nile Transport Co.,River Transport service between Qena and Sohag
406,Qena,Luxor,Metro,138,609,9.44,Every 10 mins,Cairo Metro Authority,Metro service between Qena and Luxor
407,Qena,Aswan,Car Rental,1294,865,17.82,On Demand,Avis,Car Rental service between Qena and Aswan
408,Qena,Red Sea,Taxi,1741,868,22.65,On Demand,Careem,Taxi service between Qena and Red Sea
409,Qena,New Valley,Train,243,394,8.47,2-3 times daily,Egyptian Railways,Train service between Qena and New Valley
410,Qena,Matrouh,Metro,88,543,8.67,Every 10 mins,Cairo Metro Authority,Metro service between Qena and Matrouh
411,Qena,North Sinai,Taxi,1204,612,15.78,On Demand,Uber,Taxi service between Qena and North Sinai
412,Qena,South Sinai,Car Rental,208,150,3.84,On Demand,Avis,Car Rental service between Qena and South Sinai
413,Qena,Port Said,Metro,109,559,9.04,Every 10 mins,Cairo Metro Authority,Metro service between Qena and Port Said
414,Qena,Suez,Car Rental,244,172,3.55,On Demand,Avis,Car Rental service between Qena and Suez
415,Qena,Ismailia,Flight,1737,693,1.52,1-4 times daily,EgyptAir,Flight service between Qena and Ismailia
416,Qena,Damietta,River Transport,480,578,20.98,Every 1-2 hours,Nile Transport Co.,River Transport service between Qena and Damietta
417,Luxor,Cairo,Bus,198,493,15.32,Hourly,Go Bus,Bus service between Luxor and Cairo
418,Luxor,Giza,Flight,1837,743,1.84,1-4 times daily,EgyptAir,Flight service between Luxor and Giza
419,Luxor,Alexandria,Car Rental,283,186,4.72,On Demand,Budget,Car Rental service between Luxor and Alexandria
420,Luxor,Qalyubia,Flight,1053,429,1.38,1-4 times daily,Nile Air,Flight service between Luxor and Qalyubia
421,Luxor,Sharqia,Train,415,673,13.79,2-3 times daily,Egyptian Railways,Train service between Luxor and Sharqia
422,Luxor,Dakahlia,Bus,42,155,4.99,Hourly,Go Bus,Bus service between Luxor and Dakahlia
423,Luxor,Beheira,Metro,168,761,12.27,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and Beheira
424,Luxor,Kafr El Sheikh,River Transport,640,815,29.27,Every 1-2 hours,Nile Transport Co.,River Transport service between Luxor and Kafr El Sheikh
425,Luxor,Gharbia,Metro,22,106,1.95,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and Gharbia
426,Luxor,Monufia,Car Rental,499,341,7.2,On Demand,Budget,Car Rental service between Luxor and Monufia
427,Luxor,Fayoum,Car Rental,661,452,10.03,On Demand,Avis,Car Rental service between Luxor and Fayoum
428,Luxor,Beni Suef,River Transport,143,168,6.88,Every 1-2 hours,Nile Transport Co.,River Transport service between Luxor and Beni Suef
429,Luxor,Minya,Car Rental,735,493,10.78,On Demand,Budget,Car Rental service between Luxor and Minya
430,Luxor,Assiut,Metro,25,120,2.13,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and Assiut
431,Luxor,Sohag,Flight,1661,669,1.46,1-4 times daily,Nile Air,Flight service between Luxor and Sohag
432,Luxor,Qena,Taxi,925,470,12.72,On Demand,Careem,Taxi service between Luxor and Qena
433,Luxor,Aswan,Flight,1523,607,1.87,1-4 times daily,Nile Air,Flight service between Luxor and Aswan
434,Luxor,Red Sea,Bus,331,815,25.18,Hourly,Super Jet,Bus service between Luxor and Red Sea
435,Luxor,New Valley,Train,373,612,12.52,2-3 times daily,Egyptian Railways,Train service between Luxor and New Valley
436,Luxor,Matrouh,Flight,1830,733,1.97,1-4 times daily,Air Cairo,Flight service between Luxor and Matrouh
437,Luxor,North Sinai,Taxi,1309,647,16.7,On Demand,Careem,Taxi service between Luxor and North Sinai
438,Luxor,South Sinai,Metro,86,524,8.35,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and South Sinai
439,Luxor,Port Said,Metro,20,164,2.88,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and Port Said
440,Luxor,Suez,Flight,1266,504,1.59,1-4 times daily,EgyptAir,Flight service between Luxor and Suez
441,Luxor,Ismailia,Metro,35,219,4.14,Every 10 mins,Cairo Metro Authority,Metro service between Luxor and Ismailia
442,Luxor,Damietta,Car Rental,1220,824,17.31,On Demand,Sixt,Car Rental service between Luxor and Damietta
443,Aswan,Cairo,Metro,48,303,5.07,Every 10 mins,Cairo Metro Authority,Metro service between Aswan and Cairo
444,Aswan,Giza,Bus,121,332,10.31,Hourly,Go Bus,Bus service between Aswan and Giza
445,Aswan,Alexandria,Bus,180,414,12.57,Hourly,Go Bus,Bus service between Aswan and Alexandria
446,Aswan,Qalyubia,River Transport,696,866,30.62,Every 1-2 hours,Nile Transport Co.,River Transport service between Aswan and Qalyubia
447,Aswan,Sharqia,Train,257,424,9.4,2-3 times daily,Egyptian Railways,Train service between Aswan and Sharqia
448,Aswan,Dakahlia,Flight,2052,822,1.67,1-4 times daily,Nile Air,Flight service between Aswan and Dakahlia
449,Aswan,Beheira,Train,341,572,11.57,2-3 times daily,Egyptian Railways,Train service between Aswan and Beheira
450,Aswan,Kafr El Sheikh,Car Rental,882,592,12.49,On Demand,Avis,Car Rental service between Aswan and Kafr El Sheikh
451,Aswan,Gharbia,Flight,904,364,0.95,1-4 times daily,Air Cairo,Flight service between Aswan and Gharbia
452,Aswan,Monufia,Car Rental,349,241,5.13,On Demand,Sixt,Car Rental service between Aswan and Monufia
453,Aswan,Fayoum,Metro,78,469,7.59,Every 10 mins,Cairo Metro Authority,Metro service between Aswan and Fayoum
454,Aswan,Beni Suef,Taxi,1779,884,23.09,On Demand,Careem,Taxi service between Aswan and Beni Suef
455,Aswan,Minya,Car Rental,846,569,11.58,On Demand,Avis,Car Rental service between Aswan and Minya
456,Aswan,Assiut,Bus,275,675,20.49,Hourly,Go Bus,Bus service between Aswan and Assiut
457,Aswan,Sohag,Train,133,251,5.24,2-3 times daily,Egyptian Railways,Train service between Aswan and Sohag
458,Aswan,Qena,Metro,85,481,8.04,Every 10 mins,Cairo Metro Authority,Metro service between Aswan and Qena
459,Aswan,Luxor,River Transport,564,714,25.5,Every 1-2 hours,Nile Transport Co.,River Transport service between Aswan and Luxor
460,Aswan,Red Sea,Car Rental,949,623,13.3,On Demand,Budget,Car Rental service between Aswan and Red Sea
461,Aswan,New Valley,Metro,68,284,5.17,Every 10 mins,Cairo Metro Authority,Metro service between Aswan and New Valley
462,Aswan,Matrouh,Flight,339,136,0.47,1-4 times daily,Nile Air,Flight service between Aswan and Matrouh
463,Aswan,North Sinai,Train,207,378,8.41,2-3 times daily,Egyptian Railways,Train service between Aswan and North Sinai
464,Aswan,South Sinai,River Transport,516,644,22.65,Every 1-2 hours,Nile Transport Co.,River Transport service between Aswan and South Sinai
465,Aswan,Port Said,Taxi,360,189,4.97,On Demand,Local Taxi,Taxi service between Aswan and Port Said
466,Aswan,Suez,Car Rental,811,547,11.62,On Demand,Avis,Car Rental service between Aswan and Suez
467,Aswan,Ismailia,River Transport,153,186,7.41,Every 1-2 hours,Nile Transport Co.,River Transport service between Aswan and Ismailia
468,Aswan,Damietta,Taxi,1302,656,17.2,On Demand,Uber,Taxi service between Aswan and Damietta
469,Red Sea,Cairo,River Transport,265,351,12.44,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Cairo
470,Red Sea,Giza,Flight,2152,863,2.26,1-4 times daily,EgyptAir,Flight service between Red Sea and Giza
471,Red Sea,Alexandria,Metro,183,877,13.3,Every 10 mins,Cairo Metro Authority,Metro service between Red Sea and Alexandria
472,Red Sea,Qalyubia,River Transport,170,220,7.96,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Qalyubia
473,Red Sea,Sharqia,River Transport,553,693,24.57,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Sharqia
474,Red Sea,Dakahlia,Metro,53,363,5.64,Every 10 mins,Cairo Metro Authority,Metro service between Red Sea and Dakahlia
475,Red Sea,Beheira,River Transport,283,352,12.65,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Beheira
476,Red Sea,Kafr El Sheikh,Car Rental,895,592,12.33,On Demand,Avis,Car Rental service between Red Sea and Kafr El Sheikh
477,Red Sea,Gharbia,River Transport,582,711,24.99,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Gharbia
478,Red Sea,Monufia,River Transport,192,216,8.02,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Monufia
479,Red Sea,Fayoum,Car Rental,790,538,11.09,On Demand,Sixt,Car Rental service between Red Sea and Fayoum
480,Red Sea,Beni Suef,Flight,2095,838,1.9,1-4 times daily,EgyptAir,Flight service between Red Sea and Beni Suef
481,Red Sea,Minya,Train,430,725,15.41,2-3 times daily,Egyptian Railways,Train service between Red Sea and Minya
482,Red Sea,Assiut,Flight,2251,897,1.55,1-4 times daily,Air Cairo,Flight service between Red Sea and Assiut
483,Red Sea,Sohag,Taxi,1006,507,13.5,On Demand,Careem,Taxi service between Red Sea and Sohag
484,Red Sea,Qena,River Transport,631,776,27.69,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Qena
485,Red Sea,Luxor,Flight,1322,535,0.91,1-4 times daily,EgyptAir,Flight service between Red Sea and Luxor
